"UF","COD. UF","COD. MUNIC","NOME DO MUNICÍPIO","POPULAÇÃO ESTIMADA"
"MS",50,"02308","Brasilândia",11864
"BA",29,"24702","Piripá",11849
"PB",25,"15104","São Sebastião de Lagoa de Roça",11845
"RN",24,"13359","Serra do Mel",11838
"MG",31,"68507","Teixeiras",11836
"MG",31,"30051","Icaraí de Minas",11835
"PR",41,"27007","Teixeira Soares",11834
"PB",25,"06707","Imaculada",11833
"MA",21,"04305","Godofredo Viana",11830
"MA",21,"10856","São Francisco do Brejão",11808
"ES",32,"00706","Atilio Vivacqua",11804
"MG",31,"51602","Planura",11796
"AL",27,"03759","Jequiá da Praia",11782
"SC",42,"09904","Lontras",11774
"RS",43,"02303","Bom Jesus",11773
"AL",27,"06000","Olivença",11772
"MS",50,"01243","Aral Moreira",11771
"PR",41,"05300","Céu Azul",11764
"PA",15,"02608","Colares",11759
"ES",32,"04302","Presidente Kennedy",11742
"SE",28,"02403","Gararu",11736
"PE",26,"12802","Santa Terezinha",11734
"PR",41,"12801","Joaquim Távora",11731
"MA",21,"04909","Guimarães",11728
"RS",43,"22533","Vale do Sol",11727
"BA",29,"10008","Dário Meira",11716
"MT",51,"03056","Cláudia",11716
"TO",17,"14880","Nova Olinda",11715
"MG",31,"17900","Congonhal",11706
"BA",29,"02203","Aramari",11703
"BA",29,"30006","Sebastião Laranjeiras",11696
"MA",21,"06003","Lima Campos",11695
"PE",26,"04304","Cedro",11695
"MG",31,"02100","Alto Rio Doce",11693
"PR",41,"23402","Santa Fé",11691
"PR",41,"11209","Itapejara d'Oeste",11685
"TO",17,"22107","Xambioá",11683
"TO",17,"22081","Wanderlândia",11677
"PR",41,"28401","Uraí",11662
"BA",29,"02252","Arataca",11661
"MG",31,"09709","Cachoeira de Minas",11646
"BA",29,"22250","Muquém de São Francisco",11644
"SP",35,"44905","Sales Oliveira",11641
"BA",29,"11303","Gentio do Ouro",11639
"BA",29,"19306","Lençóis",11636
"AL",27,"06109","Ouro Branco",11635
"PE",26,"07950","Jaqueira",11634
"MG",31,"02902","Antônio Carlos",11608
"CE",23,"00101","Abaiara",11605
"MT",51,"06828","Porto Esperidião",11603
"TO",17,"16604","Peixe",11591
"BA",29,"07707","Chorrochó",11591
"BA",29,"21302","Milagres",11585
"CE",23,"10407","Paramoti",11578
"MG",31,"49101","Pedralva",11570
"MG",31,"54200","Resende Costa",11569
"RR",14,"00027","Amajari",11560
"PE",26,"04908","Cumaru",11559
"MG",31,"14006","Carmo da Mata",11559
"SC",42,"13401","Ponte Serrada",11545
"MT",51,"00409","Alto Garças",11532
"PR",41,"24707","São Jerônimo da Serra",11519
"RS",43,"11106","Jaguari",11514
"PI",22,"01101","Avelino Lopes",11503
"RN",24,"07708","Montanhas",11503
"CE",23,"05654","Ipaporanga",11499
"MG",31,"31802","Itabirinha",11498
"AL",27,"07602","Quebrangulo",11496
"SC",42,"11009","Mondaí",11496
"MG",31,"66808","Serra do Salitre",11491
"SC",42,"15109","Rodeio",11488
"RS",43,"02006","Barros Cassal",11486
"RS",43,"05173","Cerro Grande do Sul",11486
"BA",29,"01502","Anguera",11481
"MA",21,"09304","Presidente Vargas",11474
"GO",52,"08400","Goianápolis",11471
"MG",31,"17801","Conceição dos Ouros",11467
"CE",23,"00507","Alcântaras",11459
"ES",32,"03163","Laranja da Terra",11457
"RS",43,"04689","Capela de Santana",11455
"PE",26,"10301","Paranatama",11449
"MG",31,"24500","Estiva",11449
"RS",43,"13656","Palmares do Sul",11449
"SE",28,"04102","Moita Bonita",11438
"PE",26,"09204","Maraial",11433
"PI",22,"04303","Fronteiras",11432
"SC",42,"14706","Rio dos Cedros",11431
"SC",42,"02206","Benedito Novo",11425
"PR",41,"28534","Ventania",11407
"PA",15,"07961","Terra Alta",11399
"BA",29,"17334","Iuiú",11399
"MG",31,"09907","Caetanópolis",11399
"SP",35,"32603","Nhandeara",11398
"MG",31,"49150","Pedras de Maria da Cruz",11396
"SC",42,"06207","Gravatal",11394
"PA",15,"03408","Inhangapi",11388
"SP",35,"13900","Divinolândia",11384
"PI",22,"01150","Baixa Grande do Ribeiro",11375
"MG",31,"62559","São João do Manhuaçu",11367
"SP",35,"17000","Getulina",11362
"PA",15,"07805","Senador José Porfírio",11357
"AC",12,"00393","Porto Walter",11353
"MT",51,"06240","Nova Ubiratã",11352
"RO",11,"01609","Theobroma",11350
"RN",24,"02709","Cerro Corá",11344
"PI",22,"05003","Itainópolis",11343
"SP",35,"19105","Iacanga",11343
"PE",26,"08255","Jucati",11334
"RN",24,"00109","Acari",11333
"PR",41,"10201","Inácio Martins",11331
"SP",35,"39004","Pirangi",11323
"RN",24,"06700","Lajes",11316
"PB",25,"06103","Fagundes",11313
"PR",41,"16703","Nova Aurora",11300
"CE",23,"06801","Jaguaribara",11295
"RJ",33,"00159","Aperibé",11292
"MT",51,"07859","São Félix do Araguaia",11290
"MA",21,"05963","Lagoa Grande do Maranhão",11286
"PR",41,"20507","Primeiro de Maio",11286
"MG",31,"24906","Eugenópolis",11285
"MS",50,"07950","Tacuru",11284
"BA",29,"30766","Sítio do Quinto",11283
"PE",26,"11200","Poção",11268
"PR",41,"18105","Paranacity",11265
"MS",50,"02001","Batayporã",11248
"PR",41,"05102","Centenário do Sul",11246
"MG",31,"52303","Porto Firme",11245
"CE",23,"01406","Aratuba",11244
"RN",24,"02105","Campo Redondo",11244
"BA",29,"11006","Floresta Azul",11244
"AM",13,"00060","Amaturá",11242
"PE",26,"14303","Moreilândia",11238
"PR",41,"00806","Alvorada do Sul",11237
"SP",35,"06904","Bofete",11236
"MG",31,"09105","Bueno Brandão",11233
"ES",32,"02900","Itarana",11231
"PI",22,"02406","Capitão de Campos",11229
"RN",24,"12906","São Tomé",11223
"GO",52,"16403","Paraúna",11221
"AL",27,"02504","Dois Riachos",11214
"BA",29,"00504","Érico Cardoso",11212
"RN",24,"00307","Afonso Bezerra",11211
"MA",21,"03901","Duque Bacelar",11208
"MA",21,"05203","Igarapé Grande",11206
"SC",42,"18905","Urubici",11191
"PI",22,"03206","Curimatá",11190
"RS",43,"15404","Redentora",11187
"SP",35,"06300","Bernardino de Campos",11180
"RJ",33,"01603","Duas Barras",11169
"BA",29,"27903","Santa Inês",11161
"SP",35,"26506","Lavínia",11156
"RO",11,"01757","Vale do Anari",11149
"RS",43,"20206","Seberi",11144
"AC",12,"00179","Capixaba",11136
"SP",35,"37206","Pedro de Toledo",11136
"TO",17,"03800","Buriti do Tocantins",11135
"SE",28,"06800","São Domingos",11133
"SC",42,"07908","Irineópolis",11133
"SC",42,"16008","São Carlos",11132
"MS",50,"03488","Dois Irmãos do Buriti",11132
"PB",25,"09008","Manaíra",11120
"BA",29,"17904","Jandaíra",11120
"SP",35,"03604","Areiópolis",11107
"MA",21,"01772","Bela Vista do Maranhão",11103
"PR",41,"18907","Pérola",11101
"RS",43,"15800","Roca Sales",11101
"MG",31,"23700","Engenheiro Caldas",11098
"PR",41,"08007","Florestópolis",11087
"GO",52,"05802","Corumbá de Goiás",11086
"PB",25,"15401","São Vicente do Seridó",11084
"CE",23,"07908","Martinópole",11082
"MG",31,"51305","Piraúba",11080
"MG",31,"65008","São Tiago",11073
"SP",35,"36000","Parapuã",11073
"SP",35,"57303","Estiva Gerbi",11067
"SC",42,"04707","Cunha Porã",11057
"PE",26,"03306","Calçado",11055
"RS",43,"17707","Santo Antônio das Missões",11051
"MA",21,"05922","Lagoa do Mato",11048
"PE",26,"01003","Angelim",11045
"MA",21,"11748","Senador Alexandre Costa",11042
"MA",21,"11789","Serrano do Maranhão",11040
"MG",31,"25952","Fervedouro",11039
"ES",32,"04807","São José do Calçado",11036
"GO",52,"18607","Rialma",11036
"GO",52,"17203","Piranhas",11022
"MA",21,"02408","Cajapió",11019
"CE",23,"04905","Groaíras",11012
"BA",29,"24652","Pintadas",11012
"MG",31,"58003","Santa Maria de Itabira",11007
"PR",41,"25001","São João do Ivaí",11005
"MA",21,"00501","Alto Parnaíba",11001
"MG",31,"40852","Matias Cardoso",10999
"MG",31,"33709","Itatiaiuçu",10979
"MA",21,"11052","São João do Paraíso",10977
"BA",29,"04506","Brotas de Macaúbas",10974
"MT",51,"05200","Juscimeira",10971
"PB",25,"16409","Tacima",10967
"SP",35,"17901","Guaraci",10964
"SP",35,"56602","Vera Cruz",10963
"MG",31,"29301","Iapu",10962
"MG",31,"08255","Bonito de Minas",10951
"SP",35,"16903","General Salgado",10951
"PR",41,"21802","Ribeirão Claro",10941
"BA",29,"20809","Marcionílio Souza",10931
"PR",41,"25803","São Pedro do Ivaí",10928
"MT",51,"00508","Alto Paraguai",10921
"CE",23,"11207","Potengi",10918
"RS",43,"21667","Três Cachoeiras",10904
"RN",24,"08953","Rio do Fogo",10901
"MG",31,"36504","Jordânia",10901
"MT",51,"08501","Vera",10901
"AL",27,"08105","Santana do Mundaú",10899
"BA",29,"04209","Botuporã",10898
"AL",27,"01209","Cacimbinhas",10897
"SP",35,"48609","São Bento do Sapucaí",10895
"AL",27,"02009","Coité do Nóia",10888
"MT",51,"06299","Paranaíta",10884
"PR",41,"16059","Missal",10879
"PB",25,"07200","Itatuba",10876
"MG",31,"51107","Pirapetinga",10876
"MG",31,"45356","Novo Oriente de Minas",10869
"MG",31,"41603","Mercês",10868
"SP",35,"04909","Bananal",10867
"RR",14,"00282","Iracema",10859
"MG",31,"49705","Perdigão",10846
"PI",22,"05102","Itaueira",10845
"MG",31,"42106","Miradouro",10837
"RS",43,"08300","Fontoura Xavier",10836
"BA",29,"04407","Brejolândia",10833
"BA",29,"16302","Itapebi",10830
"CE",23,"01257","Ararendá",10823
"SP",35,"43709","Rincão",10823
"RN",24,"14100","Tenente Ananias",10814
"RS",43,"21006","Tapera",10814
"BA",29,"16609","Itapitanga",10799
"TO",17,"07405","Esperantina",10793
"MG",31,"71808","Virginópolis",10793
"MS",50,"07703","Sete Quedas",10790
"CE",23,"10951","Pires Ferreira",10784
"BA",29,"29370","São José do Jacuípe",10784
"RS",43,"21436","Terra de Areia",10783
"RN",24,"14506","Umarizal",10781
"PR",41,"22503","Roncador",10779
"MG",31,"07901","Bom Repouso",10775
"MG",31,"61908","São Gonçalo do Rio Abaixo",10773
"PB",25,"07903","Juripiranga",10770
"PI",22,"06100","Matias Olímpio",10759
"SP",35,"32900","Nova Europa",10755
"TO",17,"03008","Babaçulândia",10752
"RO",11,"01203","Ministro Andreazza",10751
"PE",26,"12109","Salgadinho",10747
"PR",41,"17255","Nova Prata do Iguaçu",10745
"SC",42,"05308","Faxinal dos Guedes",10745
"SP",35,"50001","São Luís do Paraitinga",10740
"PI",22,"02505","Caracol",10729
"TO",17,"02406","Arraias",10727
"RS",43,"15107","Porto Xavier",10718
"PR",41,"23857","Santa Maria do Oeste",10716
"RN",24,"02501","Carnaubais",10715
"MA",21,"02754","Capinzal do Norte",10713
"RN",24,"03509","Espírito Santo",10702
"MA",21,"04503","Governador Archer",10700
"SE",28,"06107","Rosário do Catete",10699
"MG",31,"54101","Recreio",10697
"RS",43,"16105","Ronda Alta",10695
"AL",27,"06422","Pariconha",10684
"BA",29,"28505","Santa Teresinha",10682
"AL",27,"01100","Branquinha",10675
"BA",29,"23902","Pau Brasil",10673
"MA",21,"05807","Lago do Junco",10672
"SP",35,"20426","Ilha Comprida",10656
"PR",41,"24806","São João",10644
"PB",25,"10105","Nova Floresta",10639
"SC",42,"04004","Catanduvas",10632
"RS",43,"14704","Planalto",10623
"MG",31,"15805","Centralina",10622
"MG",31,"66204","Senhora dos Remédios",10622
"RS",43,"01404","Arvorezinha",10614
"PI",22,"07603","Parnaguá",10613
"PR",41,"10805","Iretama",10608
"RJ",33,"06156","Varre-Sai",10597
"MG",31,"09204","Buenópolis",10594
"RO",11,"00924","Chupinguaia",10593
"MG",31,"70503","Urucânia",10589
"PR",41,"10953","Itaipulândia",10587
"PB",25,"11806","Pirpirituba",10585
"SC",42,"00200","Agrolândia",10581
"MG",31,"04106","Arceburgo",10578
"MG",31,"53608","Prudente de Morais",10577
"SC",42,"07205","Imaruí",10571
"TO",17,"16208","Paranã",10562
"MG",31,"26505","Francisco Badaró",10557
"PR",41,"15101","Mariluz",10555
"GO",52,"16809","Petrolina de Goiás",10548
"MG",31,"22454","Divisópolis",10547
"MG",31,"30200","Igaratinga",10547
"MG",31,"28204","Guaraciaba",10542
"SC",42,"01257","Apiúna",10542
"SC",42,"08708","Jacinto Machado",10539
"PA",15,"06104","Primavera",10534
"RR",14,"00407","Normandia",10527
"AP",16,"00204","Calçoene",10525
"PI",22,"04402","Gilbués",10522
"SP",35,"44301","Roseira",10512
"MG",31,"64506","São Sebastião do Maranhão",10511
"MG",31,"32909","Itamogi",10501
"MA",21,"03109","Cedral",10490
"MG",31,"20508","Cristina",10482
"BA",29,"03953","Bom Jesus da Serra",10477
"PR",41,"24020","Santa Tereza do Oeste",10471
"PB",25,"09909","Natuba",10460
"MS",50,"00856","Angélica",10458
"PR",41,"05003","Catanduvas",10451
"PI",22,"06605","Monte Alegre do Piauí",10448
"SP",35,"09304","Cajobi",10444
"PE",26,"15201","Terra Nova",10437
"GO",52,"03203","Barro Alto",10435
"MG",31,"25903","Ferros",10432
"MT",51,"05580","Marcelândia",10422
"MA",21,"11904","Sucupira do Norte",10416
"MG",31,"06002","Bela Vista de Minas",10416
"SC",42,"02073","Balneário Gaivota",10413
"BA",29,"24678","Piraí do Norte",10411
"PI",22,"06407","Monsenhor Gil",10409
"RS",43,"20677","Sinimbu",10408
"PI",22,"02059","Cabeceiras do Piauí",10406
"RN",24,"04408","Grossos",10386
"PB",25,"05709","Dona Inês",10383
"MG",31,"56601","Rubim",10377
"MG",31,"44656","Ninheira",10375
"MG",31,"17108","Conceição da Aparecida",10374
"CE",23,"03659","Catunda",10365
"SE",28,"00407","Arauá",10362
"RJ",33,"05901","Trajano de Moraes",10352
"MG",31,"36900","Juruaia",10341
"MG",31,"19203","Coroaci",10339
"PI",22,"04501","Guadalupe",10335
"MA",21,"04081","Fernando Falcão",10326
"SC",42,"02057","Balneário Barra do Sul",10317
"PR",41,"02604","Barracão",10314
"RO",11,"01104","Itapuã do Oeste",10310
"SC",42,"07809","Irani",10285
"BA",29,"20007","Maiquinique",10274
"PB",25,"03308","Cachoeira dos Índios",10265
"SC",42,"06405","Guaraciaba",10259
"PB",25,"00106","Água Branca",10258
"RN",24,"01701","Bom Jesus",10254
"ES",32,"01100","Bom Jesus do Norte",10254
"PI",22,"03107","Cristino Castro",10253
"MT",51,"00607","Alto Taquari",10246
"GO",52,"12808","Mara Rosa",10228
"PR",41,"00707","Alto Piquiri",10222
"MA",21,"05450","Jatobá",10221
"RN",24,"07005","Luís Gomes",10211
"SE",28,"05901","Riachuelo",10196
"BA",29,"12004","Ibiassucê",10183
"RJ",33,"04607","Santa Maria Madalena",10172
"BA",29,"14109","Ipupiara",10157
"BA",29,"06105","Canápolis",10151
"SP",35,"56354","Vargem",10143
"MT",51,"02793","Carlinda",10136
"SC",42,"04400","Coronel Freitas",10130
"MG",31,"31505","Ipuiúna",10125
"MG",31,"54804","Rio Acima",10123
"RS",43,"05801","Constantina",10109
"RN",24,"10306","Serra Caiada",10099
"SP",35,"43808","Rinópolis",10098
"RN",24,"05306","Januário Cicco",10096
"MG",31,"23007","Dores de Campos",10093
"ES",32,"00136","Águia Branca",10085
"MG",31,"14550","Carneirinho",10072
"PE",26,"12000","Sairé",10065
"BA",29,"05107","Caém",10058
"RO",11,"00502","Novo Horizonte do Oeste",10051
"SP",35,"55604","Uchoa",10047
"SC",42,"14201","Quilombo",10044
"PR",41,"15754","Mauá da Serra",10039
"PI",22,"01606","Beneditinos",10037
"SP",35,"51108","Sarapuí",10034
"MG",31,"00500","Açucena",9997
"MS",50,"04106","Guia Lopes da Laguna",9991
"SC",42,"12650","Pescaria Brava",9980
"SC",42,"00705","Alfredo Wagner",9960
"MS",50,"04007","Glória de Dourados",9960
"BA",29,"21906","Mucugê",9957
"SP",35,"54706","Torrinha",9934
"BA",29,"18456","Jucuruçu",9924
"PB",25,"09800","Mulungu",9922
"MA",21,"04651","Governador Newton Bello",9921
"GO",52,"16304","Paranaiguara",9919
"PB",25,"17001","Umbuzeiro",9913
"MG",31,"21258","Delta",9904
"BA",29,"14307","Iramaia",9901
"SP",35,"34757","Ouroeste",9897
"PI",22,"10656","Sigefredo Pacheco",9880
"PB",25,"08000","Juru",9868
"GO",52,"05000","Carmo do Rio Verde",9862
"PA",15,"06401","Santa Cruz do Arari",9845
"RS",43,"13953","Pantano Grande",9845
"RR",14,"00704","Uiramutã",9836
"BA",29,"16203","Itapé",9830
"GO",52,"05307","Cavalcante",9829
"SC",42,"02602","Bom Retiro",9796
"MT",51,"07180","Ribeirão Cascalheira",9796
"TO",17,"03842","Campos Lindos",9795
"SC",42,"11058","Monte Carlo",9785
"TO",17,"02901","Axixá do Tocantins",9776
"BA",29,"06899","Caraíbas",9773
"RN",24,"01305","Augusto Severo",9768
"GO",52,"01801","Aragoiânia",9765
"BA",29,"07558","Caturama",9764
"BA",29,"33406","Wagner",9753
"TO",17,"01002","Ananás",9749
"RO",11,"01005","Governador Jorge Teixeira",9745
"SP",35,"28601","Manduri",9714
"PI",22,"00707","Anísio de Abreu",9705
"MG",31,"48301","Paula Cândido",9698
"MT",51,"00805","Apiacás",9694
"AL",27,"01506","Campo Grande",9692
"MG",31,"12505","Capim Branco",9678
"MG",31,"54507","Riacho dos Machados",9672
"AC",12,"00138","Bujari",9664
"SC",42,"17303","Saudades",9664
"PI",22,"04808","Ipiranga do Piauí",9649
"MG",31,"03009","Antônio Dias",9637
"GO",52,"19704","Santa Terezinha de Goiás",9622
"MG",31,"33600","Itapeva",9618
"RN",24,"12559","São Miguel do Gostoso",9606
"MT",51,"08055","Terra Nova do Norte",9606
"RS",43,"12906","Nova Bassano",9599
"MG",31,"26901","Frei Inocêncio",9597
"RS",43,"05306","Chapada",9597
"SE",28,"05109","Pedrinhas",9594
"BA",29,"24900","Planaltino",9582
"PR",41,"22602","Rondon",9581
"BA",29,"21450","Mirante",9578
"RN",24,"10405","Pureza",9568
"SP",35,"40507","Porangaba",9565
"SP",35,"15350","Euclides da Cunha Paulista",9559
"BA",29,"07004","Cardeal da Silva",9544
"MG",31,"13503","Carbonita",9544
"GO",52,"03906","Buriti Alegre",9535
"CE",23,"04269","Deputado Irapuan Pinheiro",9521
"SP",35,"32827","Nova Campina",9504
"SC",42,"16107","São Domingos",9502
"BA",29,"22854","Nova Redenção",9500
"SP",35,"35200","Palmeira d'Oeste",9496
"RR",14,"00233","Caroebe",9493
"PE",26,"16100","Verdejante",9490
"PB",25,"16805","Triunfo",9482
"MG",31,"02704","Cachoeira de Pajeú",9479
"SP",35,"14601","Dumont",9468
"AL",27,"05804","Olho d'Água do Casado",9459
"ES",32,"05150","Vila Pavão",9459
"MT",51,"01308","Arenápolis",9455
"SP",35,"03703","Ariranha",9451
"BA",29,"33109","Várzea do Poço",9449
"SP",35,"20202","Igaratá",9443
"MG",31,"37536","Lagoa Grande",9440
"MG",31,"18700","Coqueiral",9432
"MG",31,"12901","Caputira",9431
"AL",27,"04609","Maravilha",9418
"BA",29,"25931","Quixabeira",9411
"MG",31,"19500","Coronel Murta",9411
"RS",43,"04358","Candiota",9406
"BA",29,"27101","Rodelas",9405
"PI",22,"03453","Dom Inocêncio",9404
"BA",29,"28950","São Domingos",9404
"SP",35,"19006","Herculândia",9397
"GO",52,"15009","Nova Veneza",9389
"BA",29,"33174","Varzedo",9375
"ES",32,"02553","Ibitirama",9373
"RS",43,"05009","Catuípe",9335
"GO",52,"05901","Corumbaíba",9332
"MA",21,"01970","Boa Vista do Gurupi",9320
"TO",17,"14203","Natividade",9312
"RN",24,"01404","Baía Formosa",9309
"MT",51,"07941","Tabaporã",9309
"PR",41,"12405","Japurá",9307
"MG",31,"26208","Formoso",9294
"PR",41,"25209","São Jorge d'Oeste",9291
"SP",35,"45407","Salto Grande",9287
"CE",23,"10001","Palhano",9285
"PI",22,"04659","Ilha Grande",9268
"BA",29,"28307","Santanópolis",9263
"RN",24,"03806","Florânia",9262
"BA",29,"23506","Palmeiras",9250
"SE",28,"05307","Pirambu",9241
"SP",35,"54409","Terra Roxa",9227
"MG",31,"71030","Verdelândia",9220
"AM",13,"04005","Silves",9211
"BA",29,"00108","Abaíra",9199
"MG",31,"59209","Santa Rita de Caldas",9198
"TO",17,"20804","Sítio Novo do Tocantins",9192
"BA",29,"02302","Aratuípe",9171
"PR",41,"00301","Agudos do Sul",9161
"AL",27,"01803","Carneiros",9155
"PI",22,"04204","Francisco Santos",9154
"SP",35,"55802","Urânia",9148
"MG",31,"16803","Coluna",9146
"GO",52,"02502","Aruanã",9138
"AM",13,"02009","Itapiranga",9125
"MT",51,"03452","Denise",9115
"GO",52,"05471","Chapadão do Céu",9110
"RJ",33,"05307","São Sebastião do Alto",9094
"MG",31,"55405","Rio Novo",9084
"RS",43,"04903","Casca",9079
"PB",25,"01401","Baía da Traição",9070
"RN",24,"05009","Jaçanã",9068
"PR",41,"14906","Marilândia do Sul",9068
"BA",29,"17359","Jaborandi",9056
"SP",35,"42107","Rafard",9054
"GO",52,"03559","Bonfinópolis",9052
"RS",43,"01057","Arroio do Sal",9050
"MG",31,"28402","Guarani",9047
"MG",31,"38658","Lontra",9044
"SP",35,"42503","Reginópolis",9042
"MG",31,"18908","Cordisburgo",9029
"MG",31,"52709","Prados",9021
"GO",52,"11404","Itauçu",9019
"BA",29,"19108","Lamarão",9007
"SP",35,"32504","Neves Paulista",8999
"PI",22,"06696","Murici dos Portelas",8997
"MG",31,"03900","Araújos",8996
"PR",41,"26009","São Sebastião da Amoreira",8985
"RJ",33,"04508","Rio das Flores",8984
"RS",43,"06932","Entre-Ijuís",8981
"PE",26,"02407","Brejão",8973
"SP",35,"11300","Cedral",8971
"CE",23,"10605","Penaforte",8956
"SP",35,"36604","Paulo de Faria",8953
"BA",29,"21609","Morpará",8950
"MA",21,"02374","Cachoeira Grande",8930
"SC",42,"07650","Iporã do Oeste",8930
"MS",50,"00807","Anaurilândia",8927
"PR",41,"28559","Vera Cruz do Oeste",8918
"BA",29,"23308","Ouriçangas",8916
"SP",35,"14304","Dourado",8909
"SP",35,"04800","Bálsamo",8908
"BA",29,"09000","Cordeiros",8904
"GO",52,"03401","Bom Jardim de Goiás",8896
"TO",17,"07702","Filadélfia",8893
"MG",31,"52907","Pratápolis",8890
"MA",21,"07001","Montes Altos",8889
"AC",12,"00344","Manoel Urbano",8886
"BA",29,"19058","Lajedo do Tabocal",8886
"SP",35,"49508","São José da Bela Vista",8885
"MG",31,"71709","Virgínia",8870
"SE",28,"04458","Nossa Senhora Aparecida",8869
"PR",41,"12751","Jesuítas",8861
"MG",31,"43500","Morada Nova de Minas",8860
"PR",41,"23709","Santa Isabel do Ivaí",8858
"BA",29,"20304","Malhada de Pedras",8856
"MG",31,"58904","Santana do Manhuaçu",8853
"CE",23,"13252","Tarrafas",8852
"BA",29,"12806","Ibirapuã",8852
"SE",28,"07204","Siriri",8851
"GO",52,"14408","Nazário",8850
"SC",42,"15679","Santa Terezinha",8846
"PI",22,"08650","Queimada Nova",8842
"MG",31,"51909","Pocrane",8841
"BA",29,"06402","Candeal",8837
"MS",50,"04809","Japorã",8836
"PR",41,"27908","Tuneiras do Oeste",8833
"MT",51,"08956","Nova Monte Verde",8822
"PR",41,"06001","Congonhinhas",8821
"ES",32,"04658","São Domingos do Norte",8818
"RS",43,"19802","São Vicente do Sul",8817
"MG",31,"66709","Serra dos Aimorés",8809
"MS",50,"00906","Antônio João",8808
"RN",24,"07401","Martins",8793
"SC",42,"03501","Campo Erê",8787
"MT",51,"05002","Jauru",8776
"MG",31,"69208","Tombos",8772
"SP",35,"46900","Santa Lúcia",8758
"AP",16,"00105","Amapá",8757
"SP",35,"14007","Dobrada",8744
"SC",42,"17907","Tangará",8738
"MT",51,"06265","Novo Mundo",8730
"MG",31,"50505","Pimenta",8720
"MG",31,"29004","Guiricema",8714
"MG",31,"42601","Monsenhor Paulo",8711
"MG",31,"48509","Pavão",8709
"MA",21,"02150","Brejo de Areia",8696
"RS",43,"16709","Santa Bárbara do Sul",8694
"TO",17,"02000","Araguaçu",8692
"MG",31,"35357","Japonvar",8683
"MG",31,"12802","Capitólio",8682
"RS",43,"11155","Jóia",8679
"MA",21,"05948","Lago dos Rodrigues",8664
"RS",43,"08805","General Câmara",8663
"RO",11,"00072","Corumbiara",8659
"GO",52,"00803","Alvorada do Norte",8645
"CE",23,"08807","Moraújo",8636
"PI",22,"08700","Redenção do Gurguéia",8634
"PR",41,"08957","Guamiranga",8619
"MA",21,"03125","Central do Maranhão",8615
"SE",28,"02700","Ilha das Flores",8611
"PB",25,"12804","Riacho dos Cavalos",8609
"MG",31,"51008","Piranguinho",8597
"BA",29,"16708","Itaquara",8592
"SC",42,"16800","São José do Cerrito",8588
"PB",25,"09057","Marcação",8586
"MG",31,"44508","Nazareno",8583
"PR",41,"03503","Califórnia",8583
"PI",22,"06803","Nossa Senhora dos Remédios",8547
"MG",31,"57336","Santa Cruz de Minas",8547
"MG",31,"03702","Araponga",8544
"MG",31,"02852","Angelândia",8541
"MG",31,"40555","Mata Verde",8539
"MG",31,"53509","Alto Jequitibá",8522
"GO",52,"14861","Nova Glória",8521
"SC",42,"01505","Armazém",8520
"TO",17,"00707","Alvorada",8516
"RS",43,"22301","Tuparendi",8494
"PE",26,"03603","Camutanga",8493
"RN",24,"07302","Marcelino Vieira",8492
"RS",43,"14159","Paverama",8485
"SP",35,"19253","Iaras",8484
"PR",41,"09906","Icaraíma",8482
"BA",29,"15700","Itamari",8476
"SC",42,"11108","Monte Castelo",8471
"PR",41,"27809","Tomazina",8470
"PB",25,"09305","Mataraca",8466
"SP",35,"15202","Estrela d'Oeste",8466
"SP",35,"17802","Guaraçaí",8466
"GO",52,"13509","Monte Alegre de Goiás",8464
"BA",29,"10305","Elísio Medrado",8461
"MA",21,"12001","Tasso Fragoso",8455
"MT",51,"02850","Castanheira",8454
"AL",27,"03601","Japaratinga",8453
"SP",35,"03406","Arealva",8452
"SP",35,"34807","Ouro Verde",8440
"PR",41,"07256","Douradina",8439
"BA",29,"25402","Potiraguá",8438
"PB",25,"06251","Gado Bravo",8435
"PB",25,"00775","Aparecida",8430
"PI",22,"04907","Isaías Coelho",8428
"BA",29,"22805","Nova Itarana",8428
"PI",22,"06720","Nazária",8425
"SP",35,"13207","Cristais Paulista",8424
"RS",43,"17004","Santana da Boa Vista",8414
"SP",35,"37503","Pereiras",8410
"TO",17,"16703","Colméia",8409
"AL",27,"00607","Barra de São Miguel",8401
"MG",31,"29608","Ibiaí",8400
"SC",42,"04905","Descanso",8399
"GO",52,"22054","Vicentinópolis",8397
"PI",22,"05557","Lagoa Alegre",8395
"MG",31,"46503","Pains",8391
"GO",52,"05455","Cezarina",8386
"MA",21,"04073","Feira Nova do Maranhão",8372
"SC",42,"12254","Passo de Torres",8370
"TO",17,"18303","Praia Norte",8365
"PR",41,"17008","Nova Fátima",8356
"SC",42,"15653","Santa Rosa do Sul",8356
"GO",52,"04250","Cachoeira Dourada",8355
"RN",24,"12807","São Rafael",8343
"PI",22,"05953","Marcolândia",8342
"RJ",33,"00951","Comendador Levy Gasparian",8336
"SP",35,"56909","Vista Alegre do Alto",8335
"SC",42,"01208","Antônio Carlos",8327
"MA",21,"06672","Milagres do Maranhão",8326
"MG",31,"47709","Passa Tempo",8324
"GO",52,"20504","Serranópolis",8323
"SE",28,"00704","Brejo Grande",8322
"PA",15,"04109","Magalhães Barata",8316
"PB",25,"05402","Desterro",8306
"MG",31,"54457","Riachinho",8290
"MG",31,"21803","Dionísio",8287
